Course Name,Description,Rate,Instructor,Price,Total Hours,lectures,Level,Number Of Rated Users,Bestseller,Original Price,Price Value,Price Currency,Business Exception,New Price,_Price
The Complete Android Ethical Hacking Practical Course C|AEHP,"100% Hands-On Real World Practical Approach on Android Ethical Hacking. Learn to Prevent FACEBOOK , INSTAGRAM hacking!",4.7,"Instructor:
Debayan Dey",E£749.99,6,96,All Levels,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
C Programming for Beginners,Go from having zero experience in programming to being an expert programmer in this course! *NO EXPERIENCE NECESSARY*,4.0,"Instructor:
A. O",E£199.99,1,27,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
GNU C/C++ 3000: For Advanced Students,Applied Object Orientation (GNU C/C++ 3000),3.2,"Instructor:
Randall Nagy",E£199.99,7.5,58,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
27hrs Data Structures +Algorithms StackQueueLinkedList C C++,Master Data Structures & Algorithms The Ultimate Coding Interview Bootcamp - Get more job offers,4.6,"Instructor:
Sonali Shrivastava",E£629.99,27,73,All Levels,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
Learn C programming from Scratch,A must learn programming language for beginners.,3.7,"Instructor:
Rajarshi Das",E£199.99,3.5,23,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Operating System Project - Develop Heap Memory Manager in C,"Operating System UG/PG Seminar Projects in C on Windows/Linux Platforms, Memory Management, System Programming, Linux.",4.3,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",E£619.99,7.5,85,Intermediate,,,E£819.99,619.99,E£,Business Exception,19129.589632829375,19129.589632829375USD
"Python, Java,C#, C++ & C Programming Practices For Beginners","Supercharge your software programming skill with best practices in Python, Java, C#, C++ & C. 5 Programming Courses in 1",4.0,"Instructors:
Emenwa Global, Zoolord Academy",E£199.99,60,547,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C programming Laboratory,Get started with your programming Journey,4.0,"Instructor:
Dexter Code Lab",E£199.99,5.5,41,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Socket Programming in C,Learn how to create and work with sockets in c programming language and create networking applications using that,3.2,"Instructor:
mohamad gharishvandi",E£199.99,2,15,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Programming: Intro to Computer Programming,Introduction to Basic Computer Programming in C,4.2,"Instructor:
Nick Kane",E£199.99,9.5,35,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn C and C++ Bootcamp for Beginners,Master the C and C++ programming language with easy to understand examples,4.3,"Instructor:
EDUmobile Academy",E£199.99,5,45,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
PIC Microcontroller: Architecture and Embedded C Programming,"PIC Microcontroller architecture, interfacing real time devices and embedded C programming",4.0,"Instructor:
Manisha Satone",E£549.99,9.5,37,Beginner,,,E£749.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
SAP FIORI Administration Training C_FIORIADM_21 - UX200,"UX200 & C_FIORIADM_21 HANA FIORI Administration with Gateway, Enterprise Search, Embedded Anlaytics, UI5, OData Service",4.4,"Instructor:
Sid Sriram",E£519.99,4.5,14,All Levels,,,E£679.99,519.99,E£,Business Exception,16044.122184510952,16044.122184510952USD
C Coder,Best Detailed course for Beginners to master C programming Concepts,4.1,"Instructor:
Igneus Technologies",E£199.99,3,35,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
150+ Questions - Job Interview - C Developer,Prepare for an interview for the position of C Developer!,4.6,"Instructor:
takeITeasy Academy",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Income Tax – Schedule C Small Business Sole Proprietor,"Small business, schedule C income tax preparation using actual tax forms for examples including form 1040, Schedule SE",4.4,"Instructor:
Robert (Bob) Steele",E£629.99,23.5,173,All Levels,,Bestseller,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,Learn to coordinate both hands easily using my unique Transfer Chord Techniques - Play Flowing Ballad 9 to He is Lord,5.0,"Instructor:
Rosa Suen",E£229.99,w1,42,Intermediate,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Complete Advance Ethical Hacking Keylogger Practical C|AHKP,"Learn 100% Hands-On Real World Practical Approach!! Hack any system and get the login ID , Passwords of your victim",5.0,"Instructor:
Debayan Dey",E£199.99,2,39,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Quick Integration of CLI interface to C/C++ Projects/Apps,"System programming - Integrate Linux like CLI interface to your C/C++ programs/projects quickly, Operating Systems",4.5,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",E£199.99,1.5,15,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"Beyond Arduino, Part 4: C for Embedded Applications","Learn how to write better code for your embedded hardware or IoT projects like professionals, not beginners, do.",4.4,"Instructors:
Eduardo Corpeño, Marissa Siliezar",E£229.99,6,128,Intermediate,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Fundamentals of Programming,"Learn the Basics of Programming in 9 languages simultaneously: Java, Python, Go, C++, PHP, Ruby, C#, JavaScript & C",4.0,"Instructor:
Jose Javier Villena",E£519.99,3.5,35,Beginner,,,E£679.99,519.99,E£,Business Exception,16044.122184510952,16044.122184510952USD
Crash Course on Embedded C Programming,Quickly Learn Embedded C Concepts with this hands on driven Course,4.4,"Instructor:
Amit Rana",E£199.99,5,33,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn Socket Programming in C from Scratch,Master the socket programming concepts and start building networked applications in C programming language,4.0,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support",E£199.99,1.5,11,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"Fundamentals of Logistics, Supply Chain & Customer Service","Learn Logistics, Supply Chain and Customer Service. 3 Courses in 1.",4.5,"Instructor:
Bradley C.",E£629.99,5,52,All Levels,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
Arduino For Beginners: Master Arduino and C Programming,Learn Arduino with C programming,4.9,"Instructor:
Akshay narisetti",E£229.99,2,15,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Rhythm #2: Play 16th Note - EZ Dancing Ballad Fill - C Key,Learn how to coordinate your hands easily by playing 16th Notes to an entire song. Spice song with 16th melody fillers,5.0,"Instructor:
Rosa Suen",E£199.99,2,57,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete Data Structures & Algorithms Course in C & Java,Master the Coding Interview: Data Structures + Algorithms with fully animated videos and over 108 real life problems,4.0,"Instructor:
Abbass Masri",E£629.99,31.5,250,All Levels,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
Modern C++ Memory Management: Learn to write good code fast,Using the power of C++11 to efficiently write reliable software,3.9,"Instructor:
Mattias Johansson",E£199.99,2,20,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Master bare metal embedded system programming with AVR uC,"Learn embedded C, assembly & mixed programming, AVR microcontroller internals, GPIO, EEPROM & more",4.4,"Instructor:
Arabinda Verma",E£199.99,9.5,86,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C programming : Star Pattern making tricks,Make any complex patterns within seconds,3.8,"Instructor:
Juvin Agrawal",E£229.99,2.5,51,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
SAP HCM with ERP 6.0 EHP7 (C_THR12_67) Practice Tests,Pass the C_THR12_67 Certification Exam and become and SAP Certified Application Associate,4.8,"Instructor:
IT Pathways",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn C Language Basics,Learning C programming language basics for beginner level.,4.1,"Instructor:
Mohamed Abdallah",E£579.99,3.5,27,Beginner,,New,E£779.99,579.99,E£,Business Exception,17895.402653502006,17895.402653502006USD
"8051 Architecture, Assembly and 'C' Programming",After learning this course students will be able to develop Embedded System using 8051 for real time applications,4.3,"Instructor:
Manisha Satone",E£199.99,15.5,81,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Understanding Computer Programming Concepts For Beginners,"Absolute beginners guide to understand basic concepts of computer programming from scratch in C, C++, C#, Python & Java",3.5,"Instructors:
Emenwa Global, Zoolord Academy",E£199.99,1.5,17,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
EXAM Certified SAP Fiori System Administration C_FIOAD_1909,SAP Certified Technology Associate - SAP Fiori System Administration C_FIOAD_1909,4.4,"Instructor:
Julio Garcia",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Mastering iPhone Programming,"Complete guide to learn iOS7 iphone Programming with Objective C and Xcode, Cocoa and MVC, Sqlite, OpenGL ES and more.",4.4,"Instructor:
EDUmobile Academy",E£199.99,14.5,58,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Introduction to Diamond Grading - The 4 C's,Learn the basics of Diamond Grading,4.7,"Instructor:
Paul Haywood",E£199.99,1,6,Beginner,,,E£599.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
iOS 10 and Xcode 8 - Complete Swift 3 & Objective-C Course,A Complete iOS 10 and Xcode 8 Course with Swift 3 & Objective-C,4.2,"Instructor:
Aaron Caines",E£229.99,45,219,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Introduction to C Programming for the Raspberry Pi,Learn how to develop your practical Raspberry Pi projects using the C Language,2.9,"Instructor:
Barbara Hohensee",E£199.99,3,41,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Linux System Programming using C and C++(Practical Approach),"Practical approach to Linux c-system programming for fork, thread, semaphore IPC, etc",4.3,"Instructor:
Shakil khan",E£199.99,6,33,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ Programming By Example,Practical projects to get you up and running with C++17,4.0,"Instructor:
Packt Publishing",E£229.99,5.5,37,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C Programming for Beginners,Learn the Basics of C Programming Language,3.6,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech .",E£199.99,2.5,14,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Master Embedded C: Embedded Systems Interview Questions,"Learn Embedded Systems the easy way ! 200 questions, detalied explanations and references.",3.1,"Instructor:
Baciu Vlad-Eusebiu",E£449.99,,,,,,E£599.99,449.99,E£,Business Exception,13884.294970688059,13884.294970688059USD
Sorting Algorithms using Java & C: Make Your Basics Strong,Learn Analysis of Algorithm using asymptotic notations like Big Oh and others. Understand and analyse sorting algorithms,3.9,"Instructor:
Shibaji Paul",E£229.99,6.5,59,Intermediate,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
C_S4PPM_1909_SAP S/4HANA Portfolio and Project Management,Practice Tests with total 80 Practice Questions for C_S4PPM_1909,4.6,"Instructor:
PAVITRA K",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Programming Basics For Microcontrollers & Embedded System,Go from zero to hero in programming with C and C# Languages and start your Microcontroller Journey,4.5,"Instructors:
Educational Engineering Team, Ashraf Said AlMadhoun",E£199.99,3.5,32,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
iOS 10 & Objective-C - Complete Developer Course,A Complete iOS 10 and Xcode 8 Course with Objective-C,3.9,"Instructor:
Aaron Caines",E£229.99,17.5,104,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Develop Embedded Systems using Embedded C on AVR,"Sensors, Actuators, LEDs, Switches, PORTS, Timers, PWM, ADC, LCD, Projects, Develop Embedded Systems with Embedded C AVR",4.3,"Instructor:
Rahul Shrivastava",E£199.99,9,48,Beginner,,,E£849.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Embedded Systems with 8051 Micro Controller using Embedded C,Deep Dive into embedded systems with in-depth understanding of 8051 micro controller with embedded C programming,4.6,"Instructor:
Amit Rana",E£199.99,5.5,39,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Arduino Embedded C With Electronics/Schematics/PCB,"Learn all about schematics, Printed Circuit Boards and Firmware Programming With Embedded C",4.5,"Instructor:
Daniel McCarthy",E£549.99,4,23,Beginner,,,E£729.99,549.99,E£,Business Exception,16969.762419006478,16969.762419006478USD
TCP/IP Socket Programming Windows Linux Interview - C&C++,Scratch to Master - TCP/UDP Protocol Client/Server Socket Program-OSI Networking Concept Bootcamp Course with Execution,3.3,"Instructor:
Sonali Shrivastava",E£229.99,9,21,Intermediate,,,E£649.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Embedded C for Professionals- Automotive / Industrial,Industrial grade Embedded Systems Code Development using Embedded C language,3.9,"Instructor:
ChandraShekar K",E£199.99,1,12,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn Advanced C Programming,Advanced C Programming: Techniques for Efficient and Functional Code,4.2,"Instructor:
Goodin Tech",E£199.99,1,26,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Basics of Embedded C Programming for Beginners,Learn basics of Embedded C programming,4.3,"Instructor:
Smart Logic Academy",E£199.99,2,24,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Dlang: The Complete D programming Language Course (Next C++),"D Language: Learn basics to intermediate and OOP (Dlang has C, C++, C#, Java & Python features and Impacted Go & Swift)",3.7,"Instructor:
Nikoloz Sanakoevi",E£199.99,5,52,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Start With C / C++ and Object Oriented Programming,Learn C++ and Object Oriented Programming (OOP) - Learn by example with over 15 (and growing) code examples,4.2,"Instructor:
Sean McCammon",E£229.99,3,44,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
"SaaS Metrics Fundamentals for Managers, Founders & Investors","The Most Comprehensive Course on SaaS Metrics: Bookings, ARR, Churn, Retention, LTV, CAC, Unit Economics and Dashboard",4.6,"Instructor:
Jimmy C",E£749.99,2.5,24,Beginner,,Bestseller,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Complete iOS7 Programming - Made Easy!,"Become an iOS7 iphone development guru with Objective - C, Xcode, SQLite, SpriteKit and OpenGL-ES, Graphics & Animation",4.6,"Instructor:
EDUmobile Academy",E£199.99,15.5,123,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"Recursion and Backtracking (Memoization, D&C, Combinations)","Algorithm Design Techniques, Backtracking, Divide and Conquer, Memoization, N-queen Problem",4.6,"Instructor:
Arbi Elezi",E£199.99,1.5,13,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
IELTS Complete Preparation for (Academic & General),"Are you taking the IELTS TEST? Then this is the only video course you need*we cover Reading,Writing,Listening & Speaking",4.6,"Instructor:
Christian C C",E£749.99,18.5,56,All Levels,,,E£999.99,749.99,E£,Business Exception,23140.69731564332,23140.69731564332USD
Makefile and GNU make for C/C++ Projects on Linux systems,Makefile and GNU make for C/C++ Projects Embedded gnu makefile stm32 programming Yocto Linux Systems gcc cmake kernel,3.6,"Instructor:
Suresh Kumar Srivastava",E£629.99,2,41,All Levels,,,E£849.99,629.99,E£,Business Exception,19438.136377661216,19438.136377661216USD
Fundamental Question on D.C. Machines,Multiple Choice Questions (MCQ) on D.C. Machines,4.6,"Instructor:
Harish Kumar Maheshwari",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Public Speaking: C-Level Executive Public Speaking Skills,Public Speaking: how you can present in any situation like a highly polished C-Level executive,4.6,"Instructors:
TJ Walker, Media Training Worldwide Digital",E£199.99,3,25,Expert,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C Corporation Income Tax (Form 1120),Learn to enter tax data for a C Corporation into tax Form 1020 from a CPA,4.2,"Instructor:
Robert (Bob) Steele",E£199.99,5.5,26,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"Algorithms in C : Concepts, Examples, Code + Time Complexity","Learn algorithms in C language. Understand Logic with examples, practice code and crack those programming interviews!",4.0,"Instructors:
Engineering Mentor, Pratibha B.",E£199.99,3.5,34,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++17: From Zero to Programmer: 2-in-1,"Take your C++ coding to the next level by building high performing, reliable applications with C++17",3.5,"Instructor:
Packt Publishing",E£199.99,6.5,54,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Socket Programming A to Z - Windows & Linux in C & C++,Socket Programming A to Z -Windows & Linux in C & C++ with multiple socket programs execution with complete Build Setup.,3.2,"Instructor:
Sonali Shrivastava",E£479.99,6.5,15,Intermediate,,,E£629.99,479.99,E£,Business Exception,14809.935205183585,14809.935205183585USD
Datastructures in C Programming,Collection of Concepts - Datastructures in C PROGRAMMING Language,3.6,"Instructor:
DIGIFLAX E-LEARNING",E£199.99,1.5,20,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Complete Google Hacking Practical Course C|GHPC,Hands-On Real World Practical Approach on Google Dork / Ethical Hacking / Cybersecurity / penetration testing / hack,4.4,"Instructor:
Debayan Dey",E£229.99,2.5,45,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Embedded Systems using 8051 Microcontroller,Learn how to program 8051 Microcontroller using Embedded C and build Embedded Systems!,4.3,"Instructor:
Sujithkumar MA",E£229.99,5.5,43,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
Parsing TCP Socket Data with C/C++,The correct TCP data handling solution using C++,2.9,"Instructor:
Jay Kim",E£199.99,,14,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn to Make iPhone Apps with Objective C for iOS7,"Create apps for iOS7 without any programming experience. Learn how to write Objective C code, design UI, and use Xcode.",4.5,"Instructor:
Paul Solt",E£199.99,13.5,70,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Ear-Training Through Popular Songs in C,"Learn how to work out Solfege, Rhythm and Chords through Songs in the Key of C Major",4.8,"Instructor:
Kun Loong Chia",E£199.99,5.5,44,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Coding Project - Programming Finite State Machines,"C/C++ Projects, Library Design, System Projects, Programming based Course, Data Structures and Algorithms, Automata, TOC",4.1,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",E£199.99,2,22,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Digital Diversity/Cyber-Citizen/Cross-Cultural Communication,"Learn Global Leadership, Communications, Listening, and Conflict Management Skills for Teams",4.5,"Instructor:
Elizabeth C. Pagé",E£199.99,2,50,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Test your C skills,"Get to know, How much do you know about C Language from beginner to advance?",3.5,"Instructor:
Shivam Mishra",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn Objective C Programming for iOS Apps,"A quick look for developers into the features of iOS 7 & Xcode 5 with Airdrop, Spritekit, Game Center & Camera Updates.",4.1,"Instructor:
EDUmobile Academy",E£199.99,2.5,26,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C++ Programming from A-Z. Learn To Code Using C++,Learn to code using C++ programming. Learn C++ programming from scratch. Start coding in C++ - Start programming in C++,3.8,"Instructor:
Joey Anthony - C++ Programming",E£229.99,4,17,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
iOS 9 & Objective-C - Make 20 Applications,"A Complete Objective-C, Xcode 7 and iOS 9 Course.",4.4,"Instructor:
Aaron Caines",E£199.99,16,122,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
iOS 7 & Mac OS X Programming Tutorial - Objective C & Xcode,A Beginners Tutorial That Teaches Programming For Both IOS Devices And The Mac OS X Operating System.,3.3,"Instructor:
Infinite Skills",E£199.99,4,72,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Lucid-Dreaming ( LDE ) | DreamWalkers - C-A6.A,Training to be ready for a lucid dreaming.,4.8,"Instructors:
Rev. Devan Jesse Byrne, Chandra Sangat",E£199.99,12,51,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Learn how to code in objective c for beginners,Most of John Bura's courses are on sale for 9 dollars! https://www.udemy.com/u/johnbura/ Sale ends Oct 31 2013! Act now!,3.6,"Instructor:
John Bura",E£199.99,1,29,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C-V2X: Cellular Vehicle-to-Everything with 5G,C-V2X: Cellular Vehicle-to-Everything with 5G is designed to connect vehicles to each other and is future of transport,4.0,"Instructor:
TELCOMA Global",E£199.99,2,16,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_HANATEC_17 |SAP Certified Technology 2.0 SPS05 Exam,Comprehensive Course For SAP C_HANATEC_17 |SAP Certified Technology 2.0 SPS05 Exam,4.2,"Instructor:
Ramesh Vairavan",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
The Complete LEED AP B+C Training,Learn the LEED AP material in a very short time and pass the LEED exam from the first try!,4.6,"Instructor:
Shadi AbouSamra","E£1,599.99",3.5,76,All Levels,,Bestseller,,"1,599.99",E£,Business Exception,49367.17062634989,49367.17062634989USD
#2 Piano Hand Coordination: Nostalgic iBallad in C & F Key,Learn the easy piano technique of Nostalgic 10 using music theory & my secret piano tips. Learn piano chords - Keys F&C,4.5,"Instructor:
Rosa Suen",E£199.99,2.5,72,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Mastering the OPI-c & ESPA - English Speaking Exams,ACTFL Oral Proficiency Interview by Computer (OPI-c) & English Speaking Proficiency Assessment (ESPA) Test Preparation,4.1,"Instructor:
Sophia Doman",E£199.99,6,56,Intermediate,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
How to Choose the Right Entity: LLC vs. S-corp vs. C-corp,"A clear explanation of the differences between LLC's, s-corporations, and c-corporations for entrepreneurs",4.5,"Instructor:
Scott Brookens",E£199.99,,11,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Complete PIC Microcontroller course (Hi-Tech C Compiler),Using Hitech C Compiler Deep dive into 8-Bit PIC16F microcontroller programming by reading the datasheet,4.2,"Instructor:
SM training academy",E£199.99,6,42,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_THR81_2205 | SAP SuccessFactors Employee Central Exam,Comprehensive Course For C_THR81_2205 | SAP SuccessFactors Employee Central Exam,4.4,"Instructor:
Ramesh Vairavan",E£519.99,,,,,,E£679.99,519.99,E£,Business Exception,16044.122184510952,16044.122184510952USD
SAP MM Certification (C_TSCM52_67) [Updated-654 MCQ],Find SAP MM Real Certification Questions along with Questions from the certification books to test your knowledge,3.9,"Instructor:
Zenfotec Solutions",E£229.99,,,,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
SAP ABAP C_TAW12_750 Certification: 2020 Practice Tests,Pass the C_TAW12_750 Certification Exam and become an SAP Certified Development Associate (+360 Verified Questions),3.5,"Instructor:
IT Pathways",E£219.99,,,,,,E£319.99,219.99,E£,Business Exception,6787.7198395556925,6787.7198395556925USD
Embedded Systems with Mbed™ C on STM32 (Arm® Cortex M4),"Arm® Cortex M4, Sensors, Actuators, LEDs, Switches, GPIOs, PWM, ADC, LCD, Mbed™ C, STM32401RE Nucleo Board, Embedded",4.5,"Instructor:
Rahul Shrivastava",E£199.99,5,41,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Embedded C: An Easy Way To Learn,Embedded C but Made Easy,1.6,"Instructor:
Pedro Planas",E£199.99,1,17,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C# Programming: Start Coding in C#. Complete C# Programming,C# Programming: Learn the basics of C# programming with this complete C# programming course. C# programming from A-Z,3.5,"Instructor:
Zeeshan: C# Programming",E£229.99,3.5,50,Beginner,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
"User Stories - The 3 C's, INVEST and User Story Splitting!","Learn the 3 C's, INVEST and User Story splitting. With 2 example projects!",4.2,"Instructor:
Stefan Hyltoft",E£199.99,1.5,20,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
"Deliver Powerful, Painless Feedback to Motivate vs Frustrate",Motivate for Success and Optimal Performance!,4.4,"Instructor:
Elizabeth C. Pagé",E£229.99,1,40,All Levels,,,E£319.99,229.99,E£,Business Exception,7096.266584387535,7096.266584387535USD
"The A, B, C of a great customer segmentation","A, B, C segmentation incl. process, basic and advanced criteria, practical examples and an impact it has on the company.",4.9,"Instructor:
Marko Bucić",E£199.99,1,14,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
C_S4FCF_1909_Central Finance in SAP S/4HANA Test Question,2 Tests with total 160 Practice Questions,4.0,"Instructor:
PAVITRA K",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Play Two Octave C Scale on Piano with Both Hands at 200 bpm,"Learn the ""Airplane Pattern"" that Gives You Speed and Accuracy",4.7,"Instructor:
Rebbie Straubing",E£199.99,1.5,25,Beginner,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Healing Obsessive-Compulsive Disorder: The O.C.D. Framework,Ease OCD Symptoms and Recondition Your Brain for Calm and Relaxation,4.0,"Instructor:
Wale Oladipo",E£199.99,1.5,6,All Levels,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Exam C_SM100_7208 SAP Certified Solution manager (7.2 SPS8),"SAP Certified Technology Associate - SAP Solution Manager, Mandatory and Managed System Configuration (7.2 SPS8)",4.6,"Instructor:
Julio Garcia",E£199.99,,,,,,E£269.99,199.99,E£,Business Exception,6170.626349892009,6170.626349892009USD
Rhythm #4: Play 16th Note - Easy Flowing Ballad 9 in C Key​​,Learn Chord Transfer Technique to play the 9th Color Tone easily. Splash in the Ballad 9 in 16th notes with piano fills,5.0,"Instructor:
Rosa Suen",E£219.99,1.5,43,Intermediate,,,E£319.99,219.99,E£,Business Exception,6787.7198395556925,6787.7198395556925USD
