Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller
Face recognition from SQL Database using C#,Face recognition using OPENCV concepts from SQL Database using C#,4.7,Maria Khalid,s1,7,Intermediate,E£199.99,,
"Unity 3D 2017 - Build , program & publish Crossy Road game",Step by step video lessons to create and publish a 3D 8 bit art game like Crossy Road to the app stores. using Unity3D,4.7,Yohann Taieb,6.5,87,All Levels,E£199.99,,
Python for the .NET Developer,An easy introduction to one of the most powerful and popular languages,3.9,Reynald Adolphe,s2,28,Beginner,E£229.99,,
UNITY 2018 - Learn to create your character and animate it,"Design Character inside Illustrator, export this Character to Unity, Setup it and Make 3 Animations.",4.7,Gio GASPARETTO,4.5,55,Beginner,E£199.99,,
Learn about Game AI with Unity® and Blender!,Learn about AI Programming with Unity®. Learn all about game development more efficiently than in any YouTube tutorial.,4.7,"Mammoth Interactive, John Bura",112.5,491,All Levels,E£199.99,,
Unity from Zero to Proficiency (Beginner),A step-by-step guide to coding your first game,4.7,Patrick Felicia,s6,96,Beginner,E£199.99,,
Getting Started with .NET Core Clean Architecture,.NET Core Clean Architecture,4.4,Manish Narayan,s4,64,All Levels,E£269.99,,
Minimal API with .NET Core (.NET 7),Explore and learn how to build Minimal API's in .NET 7 with hands on course.,4.6,Bhrugen Patel,3.5,53,Beginner,E£849.99,,Bestseller
WebServices testing (RestSharp + Postman) Complete Guide,"2 in 1! Learn API testing from zero and build Test Automation with minimum toolset: C#, NUnit, RestSharp, Newtonsoft",4.4,"Tigran Ter-Karapetyants, Learn IT University",s10,77,All Levels,E£599.99,,New
Learn to code by creating 27 Projects,Hands on Practical Programming for beginners,3.8,Bluelime Learning Solutions,19.5,196,Beginner,E£199.99,,
The Ultimate Hyper-Casual Guide With Unity,Learn How To Make Hyper Casual Games With Unity,3.5,Magic Coding,31.5,173,All Levels,E£579.99,,
ASP.NET Webforms from Scratch,Learn in-demand ASP.NET WebForms to level up your career as a dotnet Professional - by Microsoft Certified Professional,3.8,Metla Sudha Sekhar,s9,49,Beginner,E£199.99,,
Fundamentals of ASP.NET Core 3,Create powerful applications for the modern web using ASP.NET Core 3,4.1,Packt Publishing,s4,32,Beginner,E£229.99,,
From A Non Programmer To Full Stack .NET Developer,Full Stack Web Development Tutorial For Beginners: Your First .NET Application using an enterprise approach + FREE eBook,3.9,Ion Cosmin Grigore,3.5,46,Beginner,FREE,,
Solid Principles (2023) for Software Design & Architecture,Master SOLID Principles of software design and software Architecture and write clean code in C# object oriented design,4.5,Yogesh Dahake,2.5,39,Beginner,E£199.99,,
Mastering Entity Framework : An In-depth Course,"Learn database first modeling, code first modeling, code first migrations, database relationships and much more.",4.1,Shailendra Chauhan,6.5,41,Intermediate,E£229.99,,
Unity Game Tutorial: Whack A Mole 3D,In this Unity Course i will teach you how to create Whack A Mole 3D Game from scratch.,4.6,Octo Man,4.5,37,Beginner,E£229.99,,
Learn Unity 3D - The Ultimate Program,Learn the basics of Unity from a Unity Live Help Expert! Save time with the tips & advice that most courses dont teach!,4.5,Nav Gupta,s7,109,All Levels,E£199.99,,
Unity Machine Learning with Python!,Build a Unity game that uses artificial intelligence to control players. Teach AI to catch falling Christmas gifts!,4.2,"Mammoth Interactive, John Bura",s6,43,Beginner,E£229.99,,
How To Make Games With Unity Software,Create Your First 2D Unity Game With Ease,4.4,Alexander Zotov,s8,100,Beginner,E£229.99,,
How to create data apps with SQL Server and visual studio,Learn to create a database driven application with SQL Server and Visual Studio,4.0,Bluelime Learning Solutions,3.5,38,Beginner,E£229.99,,
Blazor Crash Course for Absolute Beginners,Full Stack Web Development with Blazor,4.0,Shuja ur Rehman Baig,s6,63,Beginner,E£229.99,,
NHibernate in ASP.NET WEB API,NHibernate advanced. Using this ORM in WebService and mapping for relations one-to-many and many-to-one.,4.5,Damian Czublun,1.5,21,Intermediate,E£199.99,,
Generics in .NET,Enforcing Type Safety and Increasing Reusability,4.7,Infinite Skills,s3,45,Intermediate,E£199.99,,
The Complete Unity Indie Game Developer Course,Learn how to make games by creating a FULL top down RPG and publishing it to the world.,4.3,"Dragan Neskovic, Jasmin Skamo",s5,37,All Levels,E£199.99,,
The Advanced Xamarin Developer Masterclass,Includes Xamarin University Quality content - This Advanced Xamarin Tutorial Course Focuses on Cross Platform Concepts,3.9,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",14.5,90,Intermediate,E£629.99,,
RPG COURSE,CREATE RPG IN UNITY,4.1,Michael Murr,s23,123,Beginner,E£199.99,,
The Beginner's guide to Advanced C programming for Linux,"Learn C, improve your CV & stand out from the crowd when applying for developer positions. Become a better Linux admin.",4.7,"dr Jonas Birch, C programming ninja",10.5,36,All Levels,E£199.99,,
Unity Mobile Game Development - Exterminator,Complete Game Development Series 03 - Advance Your Game Dev Jurney on Mobile with Unity and C#,4.5,Jingtian Li,s27,116,Intermediate,E£749.99,,
Unity3D: Create Your Very First Game Using Unity,Master The Fundamental Basics On How To Create A Game In Unity,4.8,Jordan Grant-Hall,2.5,29,Beginner,E£199.99,,
Design Patterns in C# Demystified: Creational,A beginner-friendly creational design patterns masterclass,4.6,Sean Campbell,s2,19,Beginner,E£629.99,,
MongoDB Masterclass: Excel in NoSQL & Pass Certification!,"Unlock the Power of MongoDB: Learn Data Modeling, Aggregations, Indexing Using Java, Python, C# and Node.js",4.4,"Tim Buchalka's Learn Programming Academy, Faisal Memon",14.5,179,Beginner,E£199.99,,
Learn WCF And Web APIs From Scratch,Learn how to develop services using WCF and Web APIs.,4.5,Manzoor Ahmed,10.5,83,Intermediate,E£749.99,,
ASP.NET Core - Cross-Platform Development,Learn how to develop an ASP.NET Core application for any operating system using cross-platform tools and the dotnet CLI.,4.6,"Trevoir Williams, Learn IT University, Andrii Piatakha",7.5,54,Beginner,E£479.99,,
Master Visual Scripting in Unity by Making Advanced Games,"The Ultimate Guide to Game Development in Unity Visual Scripting - Unity Bolt, Make Games from Scratch (Without Coding!)",4.1,Alexander Urik,6.5,43,All Levels,E£199.99,,
"Build IOT Apps using Raspberry Pi, AspNet Core and SignalR","Developing Internet Of Things Applications using Raspberry Pi 3, AspNetCore and SignalR Core",4.9,F. Frank Ozz,s4,32,All Levels,E£229.99,,
ASP .Net MVC Quick Start,"Build your own public-facing CRUD (Create, Read, Update, Delete) website w/MVC and Entity Framework in a weekend.",4.6,Brian Gorman,17.5,155,Intermediate,E£229.99,,
Learn Unity3D Mobile Games with Best C# Design Patterns!,Step by Step use Game Development Patterns in real games and Improve your Game Development Skills,5.0,Barış KES,13.5,73,Intermediate,E£619.99,,
Learn Azure step by step.,This course teaches Azure step by step from the perspective of C# developers.,4.6,Shivprasad Koirala,11.5,16,Beginner,E£579.99,,
Introduction To Unity® For Absolute Beginners | 2018 ready,"Learn the Unity basics from installation to 3D objects, terrains, menus, basic animation, lighting & exporting to mobile",4.2,Diego Herrera,4.5,21,Beginner,E£229.99,,
Unity2D Professional Development From A to Z Build 10 Games,"Complete Guide to Design, Build, Monetize and Publish Professional Games Using Unity for iOS & Android.",3.8,Ahmad Naser,33.5,251,All Levels,"E£1,699.99",,
IELTS SPEAKING PART 3 (How To Achieve A Band 7+ in 3 hours),Pass Your Test The First Time,5.0,Christian C C,3.5,6,Intermediate,E£199.99,,
ASP.NET CORE WEB API | The Complete Guide,"Learn to build fast and secure web applications with .NET Core Web API - The highest rated course with 25,000+ students!",4.3,Ervis Trupja,s9,92,All Levels,E£849.99,,
Complete Unity 2D Game Developer Course 2023,"Learn 2D game development by building flappy, platform, and zombie game with Unity engine and C# code.",5.0,Red Fools Studio,s8,68,All Levels,E£579.99,,Bestseller
IELTS Speaking Part 2 ( Achieve Band 7+ in under 2 hours ),Pass Your Test The First Time ( Academic & General ),4.7,Christian C C,s2,5,Intermediate,E£199.99,,
Quick ASP .NET Core 6 & MVC Web Design for absolute beginner,Easily learn Basics of ASP .Net Core MVC - Bootstrap and Entity Framework Database First method,4.2,Mega Learning,s20,92,Beginner,E£199.99,,
How to Develop REST Web API using ASP.NET MVC,SQL Server Database | Entity Framework | Token Based Authorization | API Security Key | JSON Objects Mapper,4.0,Asma Khalid,,12,All Levels,E£199.99,,
Xamarin & Firebase: Authentication and Firestore for Xamarin,"Create Android and iOS Apps that use Firebase Authentication and Cloud Firestore Services, and use Mobile DevOps (CI/CD)",4.2,Eduardo Rosas,s7,41,Beginner,E£229.99,,
S.O.L.I.D Principles and Design Patterns for C# Developers,"Learn S.O.L.I.D. Principles and Design Patterns to Improve the Quality of your C# Code, with practical exercises.",3.8,Héctor Uriel Pérez,s9,138,All Levels,E£629.99,,
Learn Fresh MVVM with Xamarin Forms,The only course you need to become an Expert in Fresh MVVM,4.2,Asfend Yar Hamid,s3,40,All Levels,E£229.99,,
Complete guide: Action horror 3D game in Unity 2020,"In this course we will use only freely available models, textures and sounds to create an action horror 3D game!",4.3,Jan Jileček,4.5,13,Beginner,free,,
Unity NEW Multiplayer Photon Fusion Game Development Guide!,"Build a 2D Online Multiplayer Game In Unity and Photon Fusion! Learn Photon Fusion networking with C#, Beginner's Guide!",4.2,Oren Bst,s5,33,Intermediate,E£199.99,,NEW
Learn To Create First Person Shooter FPS With Unity & C#,Create your own FPS Zombies Apocalypse & Zombie Survival Game with Multiple Game Modes & Maps | Advanced Mechanics,4.1,Muhammad Ali Sher,s7,53,All Levels,E£629.99,,
Unity Game Development: Beginner to Pro,Learn to Create Games with Unity & C#,3.9,Rohan Wasudeo,s5,74,All Levels,E£629.99,,
Basic PlugIn Development with Navisworks API C#,Get familiar with Naviswork API Plugin creation process using C#,4.4,Enrique Galicia,1.5,15,Beginner,E£549.99,,
Mastering SharePoint 2013 Development Using C# - Part II,Learn How to build Advanced Applications for SharePoint in easy steps,4.2,Kameswara Sarma Uppuluri,s11,88,All Levels,E£529.99,,
The easiest way to learn design patterns,With C# code samples using .NET 6 templates,3.6,Fiodar Sazanavets,s3,126,Intermediate,E£519.99,,
Unity Android Game & App Development - Build 10 Games & Apps,"Learn Android Game Development With Unity & Android App Development With MIT App Inventor, Build 10 Android Games & Apps",3.9,"Raja Biswas, Charger Games",s22,143,All Levels,E£229.99,,
Taming Regular Expressions (REGEX) - Complete Guide to Regex,"Regular Expression (Regex) examples in Python, JavaScript, Rust, Java, C#, C++, Swift, Google Sheets, Kotlin and Ruby",4.6,Paul Ogier,s8,81,All Levels,E£229.99,,Bestseller
Learn to Build Some Shooter Games with Unity® and Blender!,Do you love Battle Royale games? How about developing your own? Let's build your first 3 games from scratch.,4.4,"Mammoth Interactive, John Bura",123.5,543,All Levels,E£199.99,,
C# PROGRAMMING AND DOT NET : A TOTAL REFERENCE.,"CLR, CTS and CLS. Dot Net Solution .Single File and Multifile Assemblies. C# Language. Oops Principles. C# Jagged Array",3.4,Prof . Mathew K K Kanhirathinkal Kurian,31.5,95,All Levels,E£579.99,,
3D Labyrinth game with Unity 3D and Leap Motion support,Make a digital version of the labyrinth game in Unity 3D with Leap Motion device support for an immersive interaction.,4.1,Hackademy _,s1,17,Intermediate,E£199.99,,
Unity | C# - The complete game development beginners course,Learn how to develop your own games using the Unity game engine and the C# programming language as a beginner,3.6,N8 Productions,s21,100,Beginner,E£199.99,,
C# 11 .NET Core in 3 hours with Projects and Source Code,Includes Projects and Theory. More content in less hours - measured words and clear audio.,4.2,Amardeep Singh,s5,57,All Levels,E£199.99,,
Snowflake cloud database with ELT(Airflow+Python+Talend),Learn to integrate ETL tools with Snowflake and leverage Airflow for ELT with snowflake.Process 250+ GB data.ELT flow.,4.5,Pradeep H C,s9,103,All Levels,E£749.99,,
Blazor course,Blazor from basics to web sockets,4.3,Taurius Litvinavicius,s3,29,Intermediate,E£199.99,,
Unity 3D Car Racing Game Masterclass,"Build a 3D car racing game using Unity & C#. Includes coding AI self-driving cars, hot pursuit mode, and more!",4.3,Robert Gioia,s8,146,All Levels,E£199.99,,
"""Anatomy of Yoga"" 1: Teacher Training Workshop Series","The Language of Movement, Exercise Physiology, Upper and Lower Extremity and Trunk",4.9,"Laura Goellner E-RYT, C-IAYT",s10,52,Intermediate,E£849.99,,
Using ASP.Net Blazor for Absolute Beginners,Full Stack Development with ASP.Net Blazor for absolute beginners,4.3,"Nilay Mehta, Tutorials Team",3.5,43,All Levels,E£199.99,,
Develop Combat Game for 2 Players in 45 Minutes,Learn C# and Unity 3D,4.7,Domen Rajterič,s1,5,Beginner,E£199.99,,
Mastering Visual Studio 2019,Reap the full benefits of Visual Studio 2019 by mastering its advanced topics,4.2,Packt Publishing,s2,30,Intermediate,E£229.99,,
Ultimate Game Development and Design with Unity 2020,"Become an Indie Developer! Programming, art and animation all in one",4.2,Louis Rossi,14.5,108,Beginner,E£199.99,,
Angular and ASP.Net Core Integration,Tips and Tricks to Integrate Angular and ASP.Net Core,3.0,David Donovan,1.5,30,Intermediate,E£199.99,,
"HackerRank Solutions using Algorithms, Data Structure in C#",Learn and understand to solve HackerRank problems using different algorithms and data structure to crack IT interviews,5.0,Harshit Gindra,w1,6,Beginner,E£529.99,,
Managing your Blazor application state with Redux (.NET 8),"The best way to handle data from a front-end perspective, now in Blazor and C# !",5.0,Christophe MOMMER | C# - .NET - Azure DevOps | MVP,s2,20,All Levels,E£199.99,,
Microsoft Project: MS Project 2019 2016 2013 Complete_8 PDUs,Microsoft Project: Learn project management by using MS Project! Creation and management of a real project plan - 8 pdus,4.4,"Sabri C. PMP | 120,000+ Enrollments Worldwide",8.5,71,All Levels,E£749.99,,Bestseller
Learn Game Developement from Unity 3D,Learn All the Basic requirements to start your career as a Game Developer with this awesome course.,3.6,Shantanu sahay,s3,21,Intermediate,E£199.99,,
The Ultimate Authentication Course with C# and Angular,"Authenticate with Access & Refresh Tokens, 2FA, Social Authentication with Google etc.",4.4,"Antonio Papa, Atanu Dhar",s2,35,All Levels,E£199.99,,
Learn C# by Making a Flappy Bird Game in Windows Forms & VS,"Save highscore, change bird and pipe images, load files externally and publish Flappy Bird Game in Windows Forms & C#",4.9,MOO ICT,s2,5,All Levels,E£199.99,,
C# Programming in Godot 4,C# in Godot 4 - Ideal for Beginners and GDScript Users,3.3,Michael McGuire,s6,32,Beginner,E£199.99,,
Master the Coding Interview in C#,The ultimate preparation for Coding Interviews to get the job!,4.2,Eliseo Rocha,s4,91,All Levels,E£199.99,,
Turkish Language Course - B1,Learn Turkish from a Native & Experienced Turkish Teacher ( 26 top quality video lessons ),4.9,A. C. YILMAZ,5.5,26,Intermediate,E£619.99,,
Learn Stage Analysis - Stock Trading & Investing Method,Introduction to Trading & Investing in Stocks With the Stage Analysis Method – Made Famous by Stan Weinstein’s Book,4.6,David C,3.5,9,All Levels,E£449.99,,
IELTS Speaking Part 1 (How To Achieve Band 7+ in 2.5 Hours),Pass Your Test The First Time,5.0,Christian C C,2.5,6,All Levels,E£229.99,,
General IELTS Writing Task 1 ( Formal & Informal Letter ),Follow my simple structure and tips for a high IELTS score.,5.0,Christian C C,,5,All Levels,E£199.99,,
Ancient Secrets of Mind & Energy,Metaphysical Education; Unfolding Your True Nature,4.9,Siobhan C.,3.5,8,All Levels,E£449.99,,
Unity Games Lock and Unlock System - Build Pokémon Ball Game,"Everything you need to build your pro games from scratch, Build game levels, character selector, audio & setting manager",3.9,Ahmad Naser,s26,154,All Levels,"E£1,699.99",,
"""Anatomy of Yoga""3: Teacher Training Workshop Series","Anatomy On the Mat: Sequencing Asana, Breath Work and Meditation Techniques for Anatomy Informed Class Planning",4.9,"Laura Goellner E-RYT, C-IAYT",s13,74,Intermediate,E£749.99,,
Hands-on Game Development with Unity V5,Learn to Build Cross-Device Games Using the Unity Game Engine,4.0,Infinite Skills,s12,100,All Levels,E£229.99,,
Unity 2017 - RPG Character Stats and Item Attributes System,"Complete training on creating advance game statistics, modifiers and attributes for characters and items, code included",3.7,Yohann Taieb,s2,20,Intermediate,E£229.99,,
Learn Visual Basic with Visual Studio,Become a master of Visual Basic - No programming experience required,4.3,Louis Irwin,1.5,19,Beginner,E£199.99,,
Design Patterns Interview Questions,Design Patterns Interview Questions for Software Architecture OOP in C++ Python PHP Java C# JavaScript design pattern,4.3,Suresh Kumar Srivastava,,,,E£199.99,,
Become a fashion buyer - learn the essentials,"Learn the essential tasks of a fashion buyer and skills required to secure your first role! ",4.6,Diane C,s3,28,Beginner,E£229.99,,
Simcenter 3D basic NXOpen course (C#),Learn how to use NXOpen in Simcenter 3D. A step by step course to create a fully automatic analysis,4.9,Frederik Vanhee,s8,56,Beginner,E£599.99,,
Unity C# - An in-depth mobile Game Development course,"Create, publish, and monetize your own mobile games using Unity and C# | Mobile Game Development | Android | iOS",4.6,N8 Productions,s11,38,All Levels,E£629.99,,
Create a Dark Moody Atmospheric 2D game with Unity & C#,Learn how to create 2D video games by making a Moody Dark Atmospheric 2D Game with Unity 2022 and C#,4.4,Yousif Alsewaidi,s3,30,All Levels,E£199.99,,
Learn how to create a multiplayer space shooter from scratch,Learn how to create a multiplayer games from scratch using Unity 3D and my step by step guide,3.1,Phu Tze Pang,4.5,28,Beginner,E£199.99,,
Beginner Introduction to Mobile App development with Xamarin,"Build cross-platform apps for IOS, Android or Windows using Xamarin",3.9,Bluelime Learning Solutions,3.5,42,Beginner,E£229.99,,
"MEP Revit 2023 API Programing C#, and Dynamo Automodeling",Learn how to create MEP functions and Model components using the Revit API for multiple addIn Creation,4.6,Enrique Galicia,3.5,25,Intermediate,E£199.99,,
Making an Infinite Runner with Unity,Complete Game Development Series 02 - Start Your Game Dev Jurney with Unity and C#,4.4,Jingtian Li,s16,72,Beginner,E£199.99,,
"""Anatomy of Yoga"" 2: Teacher Training Workshop Series",Injury Prevention and How Yoga interacts with the Body's Organ Systems,4.9,"Laura Goellner E-RYT, C-IAYT",10.5,41,Intermediate,E£749.99,,
"ATOLL PRO: Aquaculture, Aquaponics, Zebrafish, and more",Get started growing healthy food by learning about aquaculture and aquaponics.,3.8,"Barbara Payne McLain, TETSUZAN RON, Tim Miller-Morgan, Allen C. Riggs, Paul Bienfang, Kelly Davidson, Shai Shafir, Glenn Martinez",14.5,85,All Levels,E£549.99,,
Real Estate Development Introduction - Process & Principles,Learn the Lifecycle of a Real Estate Development and Investment Project,4.7,C. R. Hamill,5.5,10,Beginner,E£199.99,,
The complete masterclass for gRPC in .NET (.NET 8),From zero to hero: learn to use the high-performance gRPC framework to enhance your HTTP communications !,4.2,Christophe MOMMER | C# - .NET - Azure DevOps | MVP,4.5,28,All Levels,E£199.99,,
Turkish Language Course - A2,Learn Turkish from a Native & Experienced Turkish Teacher ( 37 top quality video lessons ),5.0,A. C. YILMAZ,7.5,37,Intermediate,E£579.99,,
Your Official Breakdance Fundamentals Course,Toprock - Footwork - Freezes - Powermoves (Master the Basics in 30 Days or Learn at Your Own Pace!),4.5,Henrae C,8.5,107,Beginner,Free,,
Artificial Intelligence & Augmented Reality in Unity & Xcode,Explode Your Games And Apps To A Professional Level. ​Learn From Scratch: Build AI and ARKit Projects With C# and Swift,4.8,"Mammoth Interactive, John Bura",20.5,119,All Levels,E£199.99,,
Gravity API - Automation as a Service (Selenium Web Driver),"Web Automation Testing (Selenium WebDriver), Powerful Web Crawler, Active Crawling, Cross Language API. Course is in C#",4.4,Roei Sabag,s18,182,All Levels,E£199.99,,
The Ultimate Timeshare Cancellation Course (ON SALE),"Your Journey, Our Expertise (For U.S., Mexico, and Caribbean Islands - All Timeshares)",4.8,Wayne C. Robinson,s2,37,All Levels,E£719.99,,
Unity C# Game Development 101: Learn by making games (2022),Design & Develop Video Games in Unity 101 . Learn the fundamentals by creating a fun game.,4.5,Coreffect Interactive,1.5,15,Beginner,E£199.99,,
Building GraphQL APIs and Clients using .Net,Learn GraphQL fundamentals from the ground up using C# and .Net,4.0,"Al B, James Adcock",1.5,21,Intermediate,E£199.99,,
Crypto Trading with QuantConnect (C#),Learn to write programs that algorithmically trade cryptocurrencies using QuantConnect (C#),4.2,Eric Summers,s4,12,All Levels,E£229.99,,
Preparatory Tests for AWS Cloud Practitioner and Beyond,AWS Cloud Beginner - Test Your Understanding before taking the AWS Cloud Practitioner Exam,4.9,Gokul C Prabhakar,,,,E£199.99,,
Fundamentals of Programming,"Learn the Basics of Programming in 9 languages simultaneously: Java, Python, Go, C++, PHP, Ruby, C#, JavaScript & C",4.0,Jose Javier Villena,3.5,35,Beginner,E£519.99,,
ASP NET CORE - ANGULAR 2 - Web API E-Commerce App,"Create a e-commerce project with Asp Net Core,Angular 2,bootstrap 4,Paypal,Identity Core,Entity Framework Core,C#,WebAPI",3.5,Happy Code,15.5,206,All Levels,E£199.99,,
"IELTS Speaking Part 1,2,3 (All You Need To Know)Band 6 7 8 9",Pass Your IELTS Test The FIRST TIME,4.8,Christian C C,5.5,12,Intermediate,E£229.99,,
Build Windows Forms App with Visual Studio - Land a job! - 2,"Get an ""Entry Level"" .NET Developer job in an organization, with the skills you will get from this course.",4.0,Dove - Virtual Teacher,s4,22,All Levels,E£199.99,,
PMP Renewal-14 PDUs for PMP: Basic Project Management Math,PMP Certification Renewal: Earn 14 PDUs to Renew Your PMP Certification. Learn Basic Project Management Math Concepts.,4.5,"Sabri C. PMP | 120,000+ Enrollments Worldwide",s14,90,All Levels,E£749.99,,new
AI Fun & Games: Playing 30+ Text Games with ChatGPT,Join the ultimate AI text game adventure with ChatGPT - ENROLL NOW! Master the art of playing AI text games with ChatGPT,4.8,Apurva C,2.5,45,All Levels,E£199.99,,
Penetration Testing with PowerShell Empire,Hacking with PowerShell Empire,4.6,Michael C. Long II,s2,76,Intermediate,E£199.99,,
Build Windows Forms App with Visual Studio - Land a job! - 1,"Get an ""Entry Level"" .NET Developer job in an organization, with the skills you will get from this course.",3.9,Dove - Virtual Teacher,5.5,31,All Levels,E£199.99,,
Create Your First Game with Unity Engine and C#,Beginner Friendly Course,4.5,Domen Rajterič,s1,8,Beginner,E£549.99,,
Software Developer Interview Questions (.Net),"C# Programming, Asp .Net MVC, Entity Framework, Design Patterns, Unit Testing and Data Structure Interview Questions",4.3,Emrah KONDUR,s7,257,All Levels,E£629.99,,
"How to Lead with Ease & Be a Successful CEO, Leader, Manager","Learn Signature Leadership Skills, Be Agile,Lift Performance, Drive Results, Launch Products, Live Up To Your Potential",4.4,Elizabeth C. Pagé,s3,37,All Levels,E£579.99,,
Unity & AR: Make a Unity Game & an AR App for iOS,"A hands-on guide to learning C#, augmented reality, Swift & Xcode! You also get a 700-page book & 6 bonus tech webinars",4.4,"Mammoth Interactive, John Bura",27.5,177,Beginner,E£199.99,,
Build your own virtual CCNA lab network - without emulators,"LABS for CCNA/CCNP included. Learn how to easily create your own cloud of Ciscorouters, using free demo versions of IOS.",4.6,"dr Jonas Birch, C programming ninja",8.5,27,All Levels,free,,
Start to Finish Unity® Games and Python Coding,*Includes 6 FREE webinars! Code in C# & make games from zero to hero in Unity®. PLUS learn the Python coding language!,3.9,"Mammoth Interactive, John Bura",58.5,153,Beginner,FREE,,
Unity For Software Developers,Apply your programming knowledge to game development and start making 3D games in the Unity game engine using C#,4.1,"Charles Amat, Matt Schell",s3,23,Intermediate,E£229.99,,
Learn Apex Triggers from watchman - Salesforce Development,Make friendship with Salesforce Apex Triggers. The complete course for master apex trigger concept in Salesforce.,4.7,Sandeep C,s9,45,Beginner,E£199.99,,
The Infrared Photography Masterclass,Create Unique and Memorable Photographs with Digital Infrared Photography,4.4,Patrick C. Cook,7.5,37,All Levels,E£199.99,,
Build Kids Amazon KDP Book with AI & Earn More Passive Money,"Create Amazing Children's Books for Amazon Kindle Direct Publishing with ChatGPT, Midjourney, SudoWrite, Playground, etc",4.4,Apurva C,4.5,64,Beginner,E£629.99,,
Understanding Computer Programming Concepts For Beginners,"Absolute beginners guide to understand basic concepts of computer programming from scratch in C, C++, C#, Python & Java",3.5,"Emenwa Global, Zoolord Academy",1.5,17,All Levels,E£199.99,,
Mastering Unit Testing in C#: A Beginner's Guide,Learn the basics of C# unit testing with XUnit,3.4,Kenji Elzerman,s1,11,Beginner,E£199.99,,
Autodesk Revit From Beginner to Professional,Architecture Design with Structural and Mep Basics.,4.3,C. Thi Team,29.5,234,Beginner,E£629.99,,
Batch Class Salesforce - Apex- Salesforce Development,Large records processing. No problem.Make friendship with batch apex class.,4.6,Sandeep C,3.5,33,Intermediate,E£199.99,,
Introduction to jQuery with Visual Studio 2017 Community,Explore the Power of jQuery,4.4,T O,s7,48,Beginner,E£199.99,,
Master Unity and C# By Developing 5 Super Mario Games,"Create Dance Dance Mario Mix, Super Mario Bros, Mario Sunshine, Mario Baseball, and a VR game for Google Cardboard!",3.0,Robert Gioia,17.5,166,All Levels,E£199.99,,
Master the Comma,"Save Face, Time, and Money",4.3,Nicole C. Ayers,2.5,51,All Levels,E£199.99,,
Develop Opencv based Facial recognition system using c#,This course is specially designed for face detection and recognition by capturing faces in real time and display result,3.2,Maria Khalid,1.5,21,Intermediate,E£199.99,,
Hacking Unity and WatchKit - Make Games and Apple Watch Apps,Improve your career options by learning game and app development! Master C# and Swift. Build your next project here!,4.5,"Mammoth Interactive, John Bura",33.5,234,Beginner,E£229.99,,
Get started with visual studio 2019,Learn visual studio essentials,3.2,Taurius Litvinavicius,1.5,11,Beginner,E£199.99,,
Learn Unity C# Like Pro Pacman into 3D,Learn Unity3D Quickly with best practices,3.5,Barış KES,6.5,54,All Levels,E£199.99,,
How to Make a Top Down 2D Action RPG in Unity 2022,"State Machine Animations, Combat, and Level Building Basics Coded in C#",3.4,Chris Tutorials,3.5,47,Beginner,E£199.99,,
Revit API C# Views Sheets and Schedules,"Learn how to retrieve analyze and create views, sheets and schedules with Revit API",4.0,Enrique Galicia,s2,16,Intermediate,E£199.99,,
Introduction to Fan Veil,Gain confidence in using this prop,5.0,Kirah C,2.5,36,Beginner,E£199.99,,
A Minimal API with .NET 6 using C#,A walkthrough to create and run a minimal API with .NET 6 using C#,4.1,Kenji Elzerman,,13,Intermediate,E£199.99,,
NEthereum(C#) and Ethereum blockchain,How to interact Ethereum blockchain with Nethereum,3.7,Kenneth Hu,4.5,36,Beginner,E£229.99,,
Learn FIVE (5) Computer Programming Languages in ONE COURSE,"Learn All Computer Programming Languages with Examples, Exercises, Assignments etc. (Python, JS, C#, PHP, C++)",3.4,"Faisal Zamir, Jafri Code",s6,67,All Levels,E£199.99,,
Data Analytics with Excel: For SaaS & Software Companies,"Analyze Data, Create Charts and Build Effective Presentation Slides: A Step-by-Step Guide",4.8,Jimmy C,s3,37,Intermediate,E£199.99,,
Learn Godot by Creating an Idle Business Tycoon Game,Prototype a Fun Idle Business Tycoon game like ADventure Captialist - GDScript Videos with GDScript & C# SOURCE CODE,3.9,Odoo Class Videos,s3,19,All Levels,E£229.99,,
28 Day Meditation Experience: YOUR Daily Practice,"A daily guided meditation practice to focus the mind, cultivate self-awareness and solidify your daily habit",4.7,"Laura Goellner E-RYT, C-IAYT",8.5,38,Beginner,E£199.99,,
Creating a Breakout Game Using Unity and C#,Learn how to create a complete Breakout arcade game in Unity from a 40 year programming veteran,4.3,Brian Covault,s2,28,Beginner,E£629.99,,
"ASP.NET (MVC) 5 CORE: Web Development, jQuery & RESTful API","ASP.NET (CORE ) MVC 5: Web & App Development In C#, jQuery Plugins & RESTful API, Web Services & Entity Framework",3.1,Infinite Knowledge,s2,30,All Levels,E£199.99,,
SaaS Sales & Purchase Negotiation: Commercial Fundamentals,"Comprehensive Course on Software/SaaS Sales Pricing, Commercial Terms, Deal Structure and Negotiation",4.4,Jimmy C,1.5,21,All Levels,E£199.99,,
Software Development Master Class for Absolute Beginners,Basic Programming Concepts with .Net Core and C#,3.7,Mike Witt,s4,40,Beginner,E£199.99,,
