Course Name,Description,Rate,Instructor,Price,Total Hours,lectures,Level,Number Of Rated Users,Bestseller,Original Price,Price Value,Price Currency
"Object-Oriented Programming for beginners: Python, C++, C#","Learn Object Oriented Programming with Python, C++, C#",4.6,"Instructor:
Bluelime Learning Solutions",E£199.99,6,58,Beginner,,,E£269.99,199.99,E£
C++ Programming Basics to Advance with Live Projects,"C++ Basic to Advance Programming with OOPS concept, Projects, Object Oriented Programming Language, Tutorial for CSE",3.7,"Instructor:
Jaspreet Kaur",E£229.99,11,80,All Levels,,,E£319.99,229.99,E£
Computer Vision by using C++ and OpenCV with GPU support,Learn how to Use OpenCV with GPU support on Ubuntu OS,3.7,"Instructor:
Ibrahim Delibasoglu",E£199.99,3.5,27,Intermediate,,,E£269.99,199.99,E£
Java And C++ And PHP Crash Course For Beginners,"Get Started With C++ Programming, Java Programming And PHP Programming in This Crash Course",4.1,"Instructor:
Krish valley",E£199.99,2.5,43,Beginner,,,E£269.99,199.99,E£
C++ Programming 2022- Beginner to Expert,C++ Programming with real time examples,3.9,"Instructor:
Happy Learnings",E£199.99,5.5,45,Expert,,,E£269.99,199.99,E£
Tic-Tac-Toe Clone - The Complete SFML C++ Game Course,Ultimate SFML Game Development Course,3.5,"Instructor:
Frahaan Hussain",E£199.99,3.5,19,Beginner,,,E£269.99,199.99,E£
Beginning Test Driven Development in C++,Learning the discipline of Test Driven Development (also known as TDD) Using the C++ Programming Language,3.9,"Instructor:
Richard Wells",E£229.99,2.5,19,Beginner,,,E£319.99,229.99,E£
C++ Machine Learning Algorithms Inspired by Nature,"Study the Genetic Algorithm, Simulated Annealing, Ant Colony Optimization, Differential Evolution by Coding from Scratch",4.0,"Instructor:
Serban Stoenescu",E£269.99,3,29,Beginner,,,E£349.99,269.99,E£
Modern OpenGL 3.3 with C++/GLSL for beginners,Learn OpenGL through C++ to handle your Application or Game Engine.,4.1,"Instructor:
Muhamed Khalid",E£229.99,18,122,Beginner,,,E£319.99,229.99,E£
Data Types In C++,Learn Data types in C++ from scratch,4.0,"Instructor:
Learn Pro",E£199.99,1,6,All Levels,,,E£269.99,199.99,E£
Learn C++ Programming The Easy Way,Learn how to program in C++ from a seasoned veteran and former University course,4.3,"Instructor:
W S",E£199.99,2,28,Beginner,,,E£269.99,199.99,E£
"Python, Java,C#, C++ & C Programming Practices For Beginners","Supercharge your software programming skill with best practices in Python, Java, C#, C++ & C. 5 Programming Courses in 1",4.0,"Instructors:
Emenwa Global, Zoolord Academy",E£199.99,60,547,Beginner,,,E£269.99,199.99,E£
"Unreal Engine C++, A Beginners 101",A tutorial series for Unreal Developers looking to make the leap into C++,4.3,"Instructor:
Daniel Orchard",E£229.99,9,42,Beginner,,,E£319.99,229.99,E£
Using JSON In Unreal Engine 4 - C++,"This video series will explore how to utilise Json in your Unreal projects, and show how to read/write json to disc",4.3,"Instructor:
Daniel Orchard",E£419.99,1.5,11,Intermediate,,,E£549.99,419.99,E£
Data Structure with C++ : Zero to Hero,"Learn about Pointers , Arrays, Linked Lists, Stacks and Queues, Graph, Binary Trees, Heap & Priority Queue, Sorting etc.",4.1,"Instructor:
Up Degree",E£199.99,8,55,Intermediate,,,E£269.99,199.99,E£
Build an Advanced Keylogger using C++ for Ethical Hacking!,Take this course to learn how to code a fully functional keylogger in C++ for use in Windows!,3.9,"Instructors:
Ermin Kreponic, Aldin Omerdic",E£549.99,7.5,35,Intermediate,,,E£729.99,549.99,E£
Start With C / C++ and Object Oriented Programming,Learn C++ and Object Oriented Programming (OOP) - Learn by example with over 15 (and growing) code examples,4.2,"Instructor:
Sean McCammon",E£229.99,3,44,All Levels,,,E£319.99,229.99,E£
Learn C and C++ Bootcamp for Beginners,Master the C and C++ programming language with easy to understand examples,4.3,"Instructor:
EDUmobile Academy",E£199.99,5,45,All Levels,,,E£269.99,199.99,E£
Parsing TCP Socket Data with C/C++,The correct TCP data handling solution using C++,2.9,"Instructor:
Jay Kim",E£199.99,,14,Beginner,,,E£269.99,199.99,E£
Type-Safe Interfaces with Modern C++,Master the art of development with Modern C++ type system,4.5,"Instructor:
Packt Publishing",E£229.99,2.5,18,Intermediate,,,E£319.99,229.99,E£
C++ And PHP Complete Course 2023,Learn C++ Programming Language And PHP Programming Language Complete Course 2023,4.4,"Instructor:
Krish valley",E£199.99,4.5,63,Beginner,,,E£269.99,199.99,E£
Unreal Engine 4: Top-Down Shooter Using C++ & Blueprint,A Top Down Game Where You Shoot Enemies That Multiply,4.5,"Instructor:
Luke Jeffers",E£199.99,6.5,36,Intermediate,,,E£269.99,199.99,E£
Crash Course on C++ Standard Template Library (STL),First step to master Data structures.,3.8,"Instructor:
Harshit Jain",E£199.99,2.5,24,Beginner,,,E£269.99,199.99,E£
