Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Number Of Rated Users,Status,Original Price,Price Value,Business Exception,New Price,_Price
CAPM Certification 2023&2024: Updated CAPM Exam Prep_37 PDUs,CAPM Exam Prep Training: CAPM Exam COMPLETE Training Based On the New CAPM ECO (Perfect for 2023 & 2024 CAPM exams.),4.6,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",38.5,323,All Levels,,New,E£999.99,199.99,,6.467676600000001,6.467676600000001USD
Part B - Network Protocol Development in C ( from Scratch ),"Network Coding Project for Network Core Developers, Linux, System Programming, Operating systems, Projects in C/C++",4.8,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",8,59,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Unreal Engine 4: How to Develop Your First Two Games,"Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",4.7,"Instructors:
Christopher Murphy, Epic Games",15.5,85,Beginner,,,E£849.99,199.99,,6.467676600000001,6.467676600000001USD
Snowpark : Data engineering with Snowflake.,Learn fundamentals of Snowflake-snowpark API.,4.4,"Instructor:
Pradeep H C",6,64,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Data Structures and Algorithms Using C++ Programming,Mastering Data Structures and Algorithms in C++ Programming for Efficient Problem Solving,4.6,"Instructor:
Ganesh Kadam",4,20,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Data Structures in C++,"strings, arrays, linked-list, stacks, queues, recursion, trees, binary search trees, graphs, searching, sorting",5.0,"Instructor:
Raja Mehmood",14.5,14,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Unreal Engine 4 Class: Blueprints,Learn Blueprints and create your own games (eng subtitles),4.8,"Instructor:
Luccas Schmigel",31,281,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
C Programming For Beginners,"Learn C in ten easy steps on Windows, Mac OS X or Linux",4.1,"Instructor:
Huw Collingbourne",8,76,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
IELTS SPEAKING PART 3 (How To Achieve A Band 7+ in 3 hours),Pass Your Test The First Time,5.0,"Instructor:
Christian C C",3.5,6,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Easy SDL2 Games in C++,Create simple video games using the Simple Directmedia Layer 2,3.2,"Instructor:
Dion Jackson",20.5,109,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
IELTS Speaking Part 2 ( Achieve Band 7+ in under 2 hours ),Pass Your Test The First Time ( Academic & General ),4.7,"Instructor:
Christian C C",2,5,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
C Programming Tutorial for Absolute Beginners with Examples,If you’re ready to buckle down and learn C Programming here’s where you should start.,3.8,"Instructor:
Yogesh Patel",5.5,43,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Socket Programming In C++ (Windows),Learn Socket Programming in C++ Windows in easy steps.,4.2,"Instructor:
Vikash Shakya",5,31,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Socket Programming In C++ (Windows),Learn Socket Programming in C++ Windows in easy steps.,4.2,"Instructor:
Vikash Shakya",5,31,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Learn Raylib: C++ fast and easy graphics library,Raylib for graphics and game developments which implements OpenGL by using C++.,3.8,"Instructor:
Mohammed Khalid",11,58,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Interview Oriented Data Structure Arrays & Linked List C|C++,Interview Oriented Data Structure Arrays & Linked List C|C++ - Frequently Asked Questions with Solution for GATE & FAANG,4.6,"Instructor:
Sonali Shrivastava",16.5,69,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
C Programming from Scratch,Master the Basics,4.3,"Instructor:
Ashish Sharma",2,17,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Turkish Language Course for Beginners - A1,Learn Turkish from a Native & Experienced Turkish Teacher ( 50 top quality video lessons ),4.7,"Instructor:
A. C. YILMAZ",9.5,50,Beginner,,,E£749.99,199.99,,6.467676600000001,6.467676600000001USD
Learn C programming from Scratch,A must learn programming language for beginners.,3.7,"Instructor:
Rajarshi Das",3.5,23,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Learn C++ in 6 hours,"Learn Data abstraction, Inheritance, Polymorphism and more",5.0,"Instructor:
Prabhu Missier",5.5,33,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Honouree's Unreal Engine Quick Start,Learn Unreal Engine Game Development,4.6,"Instructor:
Genesis Emmanuel Gonzales",2.5,18,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
C++ Programming for Beginners,"Become a C++ programmer from scratch. Learn C++ Objects, Operators, Expressions, Functions, Inheritance, Best Practices.",0.0,"Instructor:
Uplatz Training",10.5,15,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Turn Based Puzzle Game in Unreal With Blueprints & C++,let's start make a Turn Based Puzzle Game like Hitman and Lara Croft Go inside Unreal With Blueprints & C++,4.2,"Instructor:
Osama Sedik Ahmed",16,89,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
IELTS Academic Task 1 Writing,Learn one easy structure which you can use for almost all question types.,4.3,"Instructor:
Christian C C",2.5,8,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Linux Timers Implementation & Design in C,"Data Structure & Algorithm to Schedule future events, Linux System Programming, Operating systems, C/C++ programming",4.7,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",4,41,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
The Complete C Course,Learn C in this course and become a Computer Programmer. Obtain valuable C skills and problem solving strategy,3.9,"Instructor:
Shubham Panchal",39,308,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
QT C++ & WebAssembly: The Ultimate App Development Course,Transform Your Ideas into Reality: Build Real-World Applications with C++ Qt and WebAssembly,3.7,"Instructor:
Ebrahim Saith",3.5,16,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
x86/x64 Assembly Language for Cybersecurity Maniacs,"50+ Educational Code Samples, x86/x64 Instructions, MMX, SSE, AVX-512, C++/Asm & .NET/Asm Hybrid Apps",3.8,"Instructor:
Dawid Farbaniec",3.5,82,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Learn Modern OpenGL Programming,Create Your Own 3d Graphics with OpenGL and C++,3.8,"Instructors:
Game Institute Inc., Steve Jones",10.5,13,Intermediate,,,E£719.99,199.99,,6.467676600000001,6.467676600000001USD
Learn C++ From Scratch on CodeBlocks Platform,C++,0.0,"Instructor:
Shubham Garg",1.5,5,Beginner,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
The Ultimate C++ Advanced Programming Course | 2022,An Introduction to Object Oriented Programming (OOP),4.3,"Instructor:
Alaaeldin Mohamed",7.5,14,Intermediate,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
"Learn EOS Blockchain Smart Contracts & DApps with C++, EOSJS",Learn how to develop and deploy Smart Contracts and dApps on EOS. Blockchain tutorial from beginning to advanced..,3.8,"Instructor:
Abdul Moiz",5.5,32,All Levels,,,E£269.99,199.99,,6.467676600000001,6.467676600000001USD
Learn Advanced Modern C++,Take your knowledge of C++ to the next level!,4.5,"Instructor:
James Raynard",24,231,Intermediate,,Bestseller,"E£1,199.99",219.99,,7.114476600000001,7.114476600000001USD
Complete Modern C++ (C++11/14/17),"Learn about move semantics, lambda expressions, smart pointers, concurrency, template, STL & more",4.5,"Instructor:
Umar Lone",20,234,All Levels,,,"E£1,199.99",219.99,,7.114476600000001,7.114476600000001USD
Unreal Engine 5 C++ Multiplayer Shooter,"Create a fast-paced, competitive multiplayer shooter in Unreal Engine 5 using C++!",4.7,"Instructor:
Stephen Ulibarri",65,245,All Levels,,,"E£1,199.99",219.99,,7.114476600000001,7.114476600000001USD
Multi-Paradigm Programming with Modern C++,"Write clean, fast, concurrent code with key features of C++ 14,17, and now 20.",4.7,"Instructor:
Packt Publishing",7.5,64,Beginner,,,E£319.99,219.99,,7.114476600000001,7.114476600000001USD
Learn Programming in C++ with the Power of Animation,"A Programming Course in C++ language, great for beginners, that will teach you C++ coding from scratch using Animation.",4.2,"Instructor:
Miltiadis Saratzidis",3.5,60,Beginner,,,E£319.99,219.99,,7.114476600000001,7.114476600000001USD
Introduction to C++ and Qt5 Programming for Raspberry Pi,"Learn to write C++ applications for console, physical projects and create graphical user interfaces with QT5.",4.0,"Instructor:
Barbara Hohensee",4,45,All Levels,,,E£849.99,219.99,,7.114476600000001,7.114476600000001USD
The C++20 Masterclass : From Fundamentals to Advanced,"Learn and Master Modern C++ From Beginning to Advanced in Plain English : C++11, C++14, C++17, C++20 and More!",4.6,"Instructor:
Daniel Gakwaya",115,584,All Levels,,,"E£1,199.99",229.99,,7.4378766,7.4378766USD
A Full Introduction to C++ with Objects,C++ Beginner Course with Objects - Including Arrays,4.5,"Instructor:
Matthew Fried",22.5,133,Beginner,,Highest rated,,229.99,,7.4378766,7.4378766USD
Unreal Engine C++ The Ultimate Shooter Course,Master Unreal Engine by Creating a Complete Shooter Game!,4.7,"Instructor:
Stephen Ulibarri",56,347,All Levels,,,"E£1,199.99",229.99,,7.4378766,7.4378766USD
C++ MASTERY Course – Build Extraordinary Apps (Step-by-step),"Effortlessly Build 10 C++ Apps Starting TODAY, WITHOUT ANY Coding Experience Step-by-Step.",4.6,"Instructor:
Prerak Mehta",17.5,63,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn Professional C++ | Introduction to Boost C++ Libraries,"Learn Non-std. C++ functions, containers, classes for Professional coding in C/C++. Gear-up for Industrial applications.",2.7,"Instructor:
Block.Hub Academy",7.5,105,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Exceptions Handling,All about exceptions handling and safety in C++,3.9,"Instructor:
Andrii Sh.",4,35,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++: Application Development with C++: 2-in-1,Program with C++ to build large-scale applications and take your application development skills to the next level,3.8,"Instructor:
Packt Publishing",5.5,40,Expert,,,E£319.99,229.99,,7.4378766,7.4378766USD
Fundamentals of C++ | Learn C++ Programming,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,4.0,"Instructor:
Programming Knowledge",11,34,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Programming from A-Z. Learn To Code Using C++,Learn to code using C++ programming. Learn C++ programming from scratch. Start coding in C++ - Start programming in C++,3.8,"Instructor:
Joey Anthony - C++ Programming",4,17,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Programming In Ubuntu,Learn C++ with Ubuntu on Windows,4.8,"Instructor:
Daniel McCarthy",4.5,26,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learning Path: C++: High Performance applications with C++,"Write robust, concurrent and parallel applications to master multithreading and concurrent processing with C++",4.1,"Instructor:
Packt Publishing",3,25,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ 11: Fundamentals,C++ 11: Fundamentals,3.7,"Instructor:
Stone River eLearning",3.5,27,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Programming For Humans!,Real Programming Skills for Real People (No Experience Required),4.5,"Instructor:
Cody Ray Miller",8,54,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
The Modern C++ Challenger,Become an expert C++ programmer by solving real-world programming problems,2.4,"Instructor:
Packt Publishing",3,80,Intermediate,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn By Example: C++ Programming - 75 Solved Problems,"C++ will never seem intimidating again, once you're done with these examples.",4.4,"Instructor:
Loony Corn",16,87,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
"C, C++, Java; A Programming MegaPrimer for Beginners","A perfect course for beginners to learn C, C++ and Java in Mobile optimized course",4.0,"Instructor:
Igneus Technologies",12.5,152,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Data Structures and Algorithms In C++ ( DSA ),Data Structures and Algorithms in C++ Using C++ DSA Data Structures Algorithms LeetCode DSA C++ Data Structures FAANG,3.3,"Instructor:
Deepali Srivastava",11.5,149,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn and Understand C++,"Take this course to learn C++ which you can use for ethical hacking, game development, and most software you use daily!",3.6,"Instructors:
Ermin Kreponic, Aldin Omerdic",14,76,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
"Build Your own Self Driving Car | Deep Learning, OpenCV, C++","Learn Raspberry Pi, Arduino UNO, Image Processing and Neural Networks (Machine Learning) for any Embedded IOT Project",4.0,"Instructor:
Rajandeep Singh",5.5,47,All Levels,,,,229.99,,7.4378766,7.4378766USD
Introduction to Programming: C/C++,A Master Course from Beginner to Expert,4.5,"Instructor:
Daniel Szelogowski, M.S.",11,35,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ 20 (2a) New Features,Get up to date with what's new in C++,3.8,"Instructor:
Packt Publishing",2.5,40,Beginner,,New,E£319.99,229.99,,7.4378766,7.4378766USD
Data Structures and Algorithms in C++ For Coding Interview,Covers Algorithmic Problems in C++ That range a variety of data structures which often pop up during a coding interview.,4.6,"Instructor:
El Farouk Yasser",7,63,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn C++ in Less than 4 Hours - for Beginners,This course is an introduction to the C++ programming language with some focus on OOP concepts.,4.0,"Instructor:
EDUmobile Academy",1.5,15,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Programming By Example,Practical projects to get you up and running with C++17,4.0,"Instructor:
Packt Publishing",5.5,37,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Becoming an Unreal Automation Expert,"Using Blueprints, C++ and Python",4.4,"Instructors:
Tim Großmann, Andreas Hauber, Jonas Roth",4.5,57,Intermediate,,,E£319.99,229.99,,7.4378766,7.4378766USD
CPA C++ Certified Associate Programmer Certification Course,CPA C++ | Everything you need to pass the CPA-21-01 exam by doing with step-by-step examples.,3.2,"Instructor:
Dr. Chris Mall • 35,000+ Students Worldwide",3.5,28,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ For Absolute Beginners : The Starter Guide,Learn professional C++ development from ground up with no prior programming experience,3.7,"Instructors:
Eduonix Learning Solutions, Eduonix-Tech .",4,41,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Master C++ Standard Template Library (STL),"Master the power of C++ of STL and write code quickly, efficiently and in a generic manner.",3.8,"Instructor:
Abhishek Kumar",4,19,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Programming Basics to Advance with Live Projects,"C++ Basic to Advance Programming with OOPS concept, Projects, Object Oriented Programming Language, Tutorial for CSE",3.7,"Instructor:
Jaspreet Kaur",11,80,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Beginning Test Driven Development in C++,Learning the discipline of Test Driven Development (also known as TDD) Using the C++ Programming Language,3.9,"Instructor:
Richard Wells",2.5,19,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
"Unreal Engine C++, A Beginners 101",A tutorial series for Unreal Developers looking to make the leap into C++,4.3,"Instructor:
Daniel Orchard",9,42,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Start With C / C++ and Object Oriented Programming,Learn C++ and Object Oriented Programming (OOP) - Learn by example with over 15 (and growing) code examples,4.2,"Instructor:
Sean McCammon",3,44,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Modern OpenGL 3.3 with C++/GLSL for beginners,Learn OpenGL through C++ to handle your Application or Game Engine.,4.1,"Instructor:
Muhamed Khalid",18,122,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Type-Safe Interfaces with Modern C++,Master the art of development with Modern C++ type system,4.5,"Instructor:
Packt Publishing",2.5,18,Intermediate,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ Tutorial for Absolute Beginners . Become An Expert,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,3.6,"Instructor:
Yogesh Patel",9.5,70,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C/C++ 2000: GNU For Intermediate Students,The C/C++ Transition (GNU C/C++ 2000),3.5,"Instructor:
Randall Nagy",7,63,Intermediate,,,E£319.99,229.99,,7.4378766,7.4378766USD
Hands-On WebAssembly for C++ Programmers,Take advantage of the performance and speed of C++ directly in web browsers,3.3,"Instructor:
Packt Publishing",3,33,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
C++ for Arduino,Get All C++ Programming Basics on the Arduino Platform,3.7,"Instructor:
Mohamed Yehia",3,22,Beginner,,,,229.99,,7.4378766,7.4378766USD
Socket Programming A to Z - Windows & Linux in C & C++,Socket Programming A to Z -Windows & Linux in C & C++ with multiple socket programs execution with complete Build Setup.,3.2,"Instructor:
Sonali Shrivastava",6.5,15,Intermediate,,,E£629.99,229.99,,7.4378766,7.4378766USD
Code a Simple Game with UE5,HOT AND NEW! Learn object oriented programming in C++ and game design with this fun Unreal Engine5 course.,3.5,"Instructors:
Mammoth Interactive, John Bura",4.5,44,All Levels,,NEW,E£319.99,229.99,,7.4378766,7.4378766USD
The Complete Qt - QML with C++,A complete course on Qt quick and QML.,3.1,"Instructor:
Gaurav Datir",14.5,40,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn Graph algorithms with C++,Lets implement graph theory related algorithms with C++,3.2,"Instructor:
Kasun Liyanage",2.5,31,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Cocos2d-x v3 C++ - Beginning Game Development,​Learn how to create games for pretty much every platform from phones to tablets to desktop computers.,3.7,"Instructor:
Frahaan Hussain",4,66,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Data Structures and Algorithms in C for Beginners,"Learn, understand and implement DSA in C Programming",4.4,"Instructor:
Sujithkumar MA",10.5,69,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn C By Examples : Basics to Advanced Comprehensive Guide,"Concepts and Programming, Deep drive into Pointers, Demo of 60+ Coding Challenges, Build & Test Your C with 300+ MCQ",4.2,"Instructor:
Dr. Sandeep Thorat",15.5,254,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
C Programming Step by Step - Complete Tutorial For Beginners,"C language tutorial from basics with C operator,loop,array,pointer,function,parameter,string,recursion,structure,file.",4.5,"Instructor:
Shibaji Paul",17.5,152,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Vehicles in Unreal Engine 4,Learn to create wheeled vehicles in Unreal Engine 4,4.4,"Instructor:
Daniel Orchard",4.5,28,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Programmers 8 in 1 Bundle,Learn most popular programming languages with easy to understand examples,4.0,"Instructor:
EDUmobile Academy",17,159,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Data Structures From Scratch,This course is designed to help you understand concepts of data structures in detail with applications,4.1,"Instructor:
SaifAli Kheraj",8.5,53,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Cross-Platform Application Development with OpenCV 4 and Qt5,Develop and deploy apps for mobile and desktop using OpenCV and Qt,4.2,"Instructor:
Packt Publishing",8.5,35,Intermediate,,,E£319.99,229.99,,7.4378766,7.4378766USD
Linked List Data Structures and Algorithms for Interviews,Master Linked Lists algorithms for Programming Interviews,4.7,"Instructor:
Abhishek Kumar",5.5,24,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Coding for Beginners: Learn to Build Logic and Write Code,Programming Fundamental Course for Beginners coders. Learn how to build logic and write code.,4.5,"Instructor:
Ihtesham Hussain",3,16,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
"Beyond Arduino, Part 4: C for Embedded Applications","Learn how to write better code for your embedded hardware or IoT projects like professionals, not beginners, do.",4.4,"Instructors:
Eduardo Corpeño, Marissa Siliezar",6,128,Intermediate,,,E£319.99,229.99,,7.4378766,7.4378766USD
Qt 5: Application Development with Qt 5: 2 in 1,One stop guide to GUI application development using Qt with ease!,4.2,"Instructor:
Packt Publishing",7,59,Beginner,,,E£319.99,229.99,,7.4378766,7.4378766USD
Taming Regular Expressions (REGEX) - Complete Guide to Regex,"Regular Expression (Regex) examples in Python, JavaScript, Rust, Java, C#, C++, Swift, Google Sheets, Kotlin and Ruby",4.6,"Instructor:
Paul Ogier",8,81,All Levels,,Bestseller,E£319.99,229.99,,7.4378766,7.4378766USD
Unreal Engine: Intro to Game Design,"Like ""Fortnite?"" Master the tools used to build it as we build a simple shooting gallery game using the Unreal Engine!",4.7,"Instructor:
Greg Wondra",13.5,94,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
IELTS Speaking Part 1 (How To Achieve Band 7+ in 2.5 Hours),Pass Your Test The First Time,5.0,"Instructor:
Christian C C",2.5,6,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Introduction To Generic Programming in C++,Become a confident and knowledgeable Generic Programmer with practical hands-on beginners guide step by step course,0.0,"Instructor:
Manish Mehta",1.5,10,All Levels,,,E£319.99,229.99,,7.4378766,7.4378766USD
Learn C++ Programming from Zero to Mastery in 2023 (MAANG),Specially designed for BEGINNERS who don't have any knowledge about programming & want to learn C++ from scratch in 2022,4.4,"Instructors:
Ankit Thakran, Harsh Kajla",36,160,All Levels,,,"E£1,399.99",269.99,,8.7314766,8.7314766USD
Learn Multithreading with Modern C++,Learn how to write portable threaded C++ code which unleashes the power of modern multi-processor hardware!,4.5,"Instructor:
James Raynard",8.5,84,Intermediate,,,"E£1,399.99",269.99,,8.7314766,8.7314766USD
C++ Complete Training Course for Beginners 2022,Learn C++ Programming language with C++ Complete Training Course for Beginners 2022,3.8,"Instructor:
Krish valley",1.5,30,Beginner,,,E£349.99,269.99,,8.7314766,8.7314766USD
C++ Network Programming With Qt Framework,Create your own interactive applications and connect them to the world,2.9,"Instructor:
Lharrach Abdellah",2.5,38,Intermediate,,,E£349.99,269.99,,8.7314766,8.7314766USD
C++ Machine Learning Algorithms Inspired by Nature,"Study the Genetic Algorithm, Simulated Annealing, Ant Colony Optimization, Differential Evolution by Coding from Scratch",4.0,"Instructor:
Serban Stoenescu",3,29,Beginner,,,E£349.99,269.99,,8.7314766,8.7314766USD
C Programming For Beginners - Master the C Language,C Programming will increase career options. Become a better dev in other languages by learning C. Pointers explained,4.4,"Instructors:
Tim Buchalka's Learn Programming Academy, Jason Fedin",25.5,149,All Levels,,Bestseller,"E£1,399.99",269.99,,8.7314766,8.7314766USD
Beginning C++ Programming - From Beginner to Beyond,Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered. C++20 info see below.,4.6,"Instructors:
Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos",46,305,All Levels,,,"E£1,599.99",319.99,,10.3484766,10.3484766USD
Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,Created in collaboration with Epic Games. Learn C++ from basics while making your first 5 video games in Unreal,4.7,"Instructors:
Ben Tristem, GameDev.tv Team",29.5,210,All Levels,,Bestseller,"E£1,599.99",319.99,,10.3484766,10.3484766USD
Unreal 4 C++ Multiplayer Master: Intermediate Game Dev,Make Local & Online Multiplayer Games. Improve Your Coding Programming Skills. Made In Collaboration With Epic Games.,4.8,"Instructors:
Ben Tristem, GameDev.tv Team",24.5,115,Intermediate,,,"E£1,699.99",349.99,,11.3186766,11.3186766USD
PMP Certification: 35+ PDU Formal PMP Exam Prep_New PMP 2023,PMPⓇ Certification: 42 PDU PMP Exam Complete Training / Get the PMP Project Management Certification on the first try!,4.6,"Instructor:
Sabri C. PMP | 120,000+ Enrollments Worldwide",42,363,All Levels,,New,"E£1,699.99",349.99,,11.3186766,11.3186766USD
"Data Structures and OOP with C++ : CS104, CS105 Masterclass","Master the art of OOP and data structures using C++. Enroll in CS104, C105 Masterclass now and boost your coding skills!",4.4,"Instructor:
OCSALY Academy | 280.000+ Students",8.5,65,All Levels,,,E£519.99,419.99,,13.582476600000001,13.582476600000001USD
Using JSON In Unreal Engine 4 - C++,"This video series will explore how to utilise Json in your Unreal projects, and show how to read/write json to disc",4.3,"Instructor:
Daniel Orchard",1.5,11,Intermediate,,,E£549.99,419.99,,13.582476600000001,13.582476600000001USD
"Modern C++ development with bazel, googletest and googlemock",Learning to write testable code using a modern build system - bazel,3.5,"Instructor:
Balaji Ambresh Rajkumar",2,16,Beginner,,,E£529.99,419.99,,13.582476600000001,13.582476600000001USD
Pointers in C: Advanced C /C++ Pointers (Hands-on Guide),Learn C and C++ Pointers and Memory Management | The Core Concepts of C Programming Pointer with Practical Tests,3.5,"Instructor:
Teach Apex",9.5,61,All Levels,,,E£619.99,449.99,,14.5526766,14.5526766USD
Competitive Programming,Master the Theory and Application of Algorithms and Data Structures to Excel in Programming Contests,4.5,"Instructor:
Blanca Huergo",11.5,140,All Levels,,,E£619.99,449.99,,14.5526766,14.5526766USD
Update to Modern C++,Refresh and update your C++ skills!,4.5,"Instructor:
James Raynard",11.5,99,Intermediate,,,E£649.99,479.99,,15.5228766,15.5228766USD
C++ Programming Step By Step From Beginner To Ultimate Level,"Discover C++ basics then Expert on Object Oriented Programming OOP, C++ Data structure, STL, C++ Projects with C++ 11/14",4.6,"Instructor:
Lernen Hub Academy",11.5,100,All Levels,,,E£629.99,479.99,,15.5228766,15.5228766USD
Java And C++ Complete Course for Beginners 2022,Learn Java Programming and C++ Programming Language in Java and C++ Complete Course for Beginners 2022,4.4,"Instructor:
Krish valley",5.5,82,Beginner,,,E£629.99,479.99,,15.5228766,15.5228766USD
Functional Programming using C++,Write more robust and easier to maintain C++ code than ever before.,4.2,"Instructor:
Tobias Hermann",1.5,27,Intermediate,,,E£649.99,479.99,,15.5228766,15.5228766USD
C++ in Detail: Common Idioms,Learning more about C++,4.2,"Instructor:
Andrii Sh.",4.5,25,All Levels,,,E£629.99,479.99,,15.5228766,15.5228766USD
TCP/IP Socket Programming Windows Linux Interview - C&C++,Scratch to Master - TCP/UDP Protocol Client/Server Socket Program-OSI Networking Concept Bootcamp Course with Execution,3.3,"Instructor:
Sonali Shrivastava",9,21,Intermediate,,,E£649.99,479.99,,15.5228766,15.5228766USD
Unreal Engine 5 - Learn to Create Professional Cinematics,"Learn the necessary UE5 tools needed to create high-end cutscenes and animations, even as a beginner game developer!",4.6,"Instructor:
Gavin Eisenbeisz",2.5,15,Beginner,,Bestseller,E£649.99,479.99,,15.5228766,15.5228766USD
Begin Programming with Modern C++,"Teaches you how to program computers, using the C++ programming language.",4.2,"Instructor:
James Raynard",13.5,99,Beginner,,,E£679.99,519.99,,16.8164766,16.8164766USD
"Unreal Engine 5- Beginner Lighting, Fog, and Post Processing","I'll teach you the basics of lighting scenes in UE5, in this beginner friendly game development course!",4.5,"Instructor:
Gavin Eisenbeisz",2.5,19,Beginner,,Bestseller,E£679.99,519.99,,16.8164766,16.8164766USD
Fundamentals of Programming,"Learn the Basics of Programming in 9 languages simultaneously: Java, Python, Go, C++, PHP, Ruby, C#, JavaScript & C",4.0,"Instructor:
Jose Javier Villena",3.5,35,Beginner,,,E£679.99,519.99,,16.8164766,16.8164766USD
C++ Standard Template Library in Practice,Gain insights into the C++ STL using real-world examples,4.6,"Instructor:
Packt Publishing",10.5,96,Intermediate,,,E£719.99,529.99,,17.1398766,17.1398766USD
